"PWS.ID","PWS.Name","PWS.Type","Primary.Source","Counties.Served","Cities.Served","PopulationServed.Count","Number.of.Facilities","Owner.Type","Facility.Id","Facility.Name","EPA.Region","Primacy.Agency","Facility.Type.Description","Is.Source.Ind","Activity.Status","Deactivation.Date","Facility.Activity","Facility.Deactivation.Date","Water.Type.Description","Availability.Description","Primacy.Type","Season.Begin.Date","Season.End.Date","Population.Served.Count","Service.Connections.Count","Is.Wholesaler","Seller.Pwsid","Seller.Pws.Name","Seller.Treatment.Description","Filtration.Status.Description","Treatment.Process","Treatment.Objective","LAKE_HISTORY_ID","Previous_Assessment","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_PWL_ID","LAKE_FIN","LAKE_WATERBODY_NAME","Number.of.Violations","Number.of.Site.Visits"
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21038,"13-NANUET-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21038,"13-NANUET-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21039,"14-NANUET-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21039,"14-NANUET-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21039,"14-NANUET-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21041,"20-TAPPAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21041,"20-TAPPAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21042,"38-POMONA-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21043,"19-BARDONIA-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21046,"23-NEW CITY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21046,"23-NEW CITY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21046,"23-NEW CITY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21046,"23-NEW CITY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21058,"98-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21058,"98-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21058,"98-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21058,"98-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21059,"99-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21003,"78-GRANDVIEW-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21003,"78-GRANDVIEW-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21003,"78-GRANDVIEW-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21003,"78-GRANDVIEW-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21062,"96-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21062,"96-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21052,"30-MONSEY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21052,"30-MONSEY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21052,"30-MONSEY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21052,"30-MONSEY-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21049,"27-RIVER ROAD-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20997,"51-THIELLS-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20997,"51-THIELLS-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21060,"100-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21059,"99-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21059,"99-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21060,"100-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21060,"100-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21060,"100-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21020,"72-RUSTIC DRIVE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21020,"72-RUSTIC DRIVE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21021,"71-ECKERSON-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21026,"82-ECKERSON-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21026,"82-ECKERSON-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21026,"82-ECKERSON-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21026,"82-ECKERSON-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21020,"72-RUSTIC DRIVE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21012,"42A-CATAMOUNT-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21018,"79-WESTGATE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21018,"79-WESTGATE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21019,"94-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21019,"94-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21019,"94-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21019,"94-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21041,"20-TAPPAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21042,"38-POMONA-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21042,"38-POMONA-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21045,"22-PEARL RIVER-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21045,"22-PEARL RIVER-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21062,"96-RAMAPO-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20997,"51-THIELLS-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20997,"51-THIELLS-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21048,"26-TALLMAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21048,"26-TALLMAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",21048,"26-TALLMAN-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",53751,"64-NORGE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",53751,"64-NORGE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",53751,"64-NORGE-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",70121,"LETCHWORTH INTAKE-IN","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",270000,56150,"N","","","","Filtration already in place","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",70121,"LETCHWORTH INTAKE-IN","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",270000,56150,"N","","","","Filtration already in place","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",70121,"LETCHWORTH INTAKE-IN","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",270000,56150,"N","","","","Filtration already in place","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",70121,"LETCHWORTH INTAKE-IN","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",270000,56150,"N","","","","Filtration already in place","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20998,"66-ELMWOOD-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301SEC0150B","UnAssessed","A","1301-0128","H-43-1-11-5-P150B","Second Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20998,"66-ELMWOOD-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1501DEF0977A","Minor Impacts","A","1501-0007","NJ-1-12-P977A","DeForest Lake",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20998,"66-ELMWOOD-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301THI0150J","UnAssessed","A","1301-0128","H-43-1-11-5-P150J","Third Reservoir",NA,NA
"NY4303673","SUEZ WATER NEW YORK","Community water system","Surface water","Rockland","CLARKSTOWN (T)",270000,211,"Private",20998,"66-ELMWOOD-WL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",270000,56150,"N","","","","","","","1301FIR0150A","UnAssessed","A","1301-0128","H-43-1-11-5-P150A","First Reservoir",NA,NA
