"LOCATION_PWL_ID","waterbody","huc_10","basin_name","class","water_type","segment_assessment","LAKE_HISTORY_ID","LOCATION_HISTORY_ID","LOCATION_COUNTY","LOCATION_NAME","LOCATION_TYPE","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","LOCATION_HORIZONTAL_METHOD","LOCATION_HORIZONTAL_DATUM","LOCATION_WATERBODY_CLASSIFICATION"
"0905-0165","French Pond, Clear Pond",415030204,"Saint Lawrence River","c","pond","IR3_needs-verification","0905FRE0228","0905FRE0228_DH","Lewis",NA,"DEEP HOLE",-75.22728551,43.97771196,"INTERPOLATION-OTHER","NAD83","C"
"0905-0165","French Pond, Clear Pond",415030204,"Saint Lawrence River","c","pond","IR3_needs-verification","0905FRE0228","0905FRE0228_C","Lewis","FRENCH POND WEST CENTROID","CENTROID",-75.2276,43.977798,"INTERPOLATION-OTHER","NAD83","C"
"0905-0166","Rock Pond, Trout Lake",415030204,"Saint Lawrence River","c","pond","IR3_needs-verification","0905ROC0231","0905ROC0231_C","Lewis","ROCK POND CENTROID","CENTROID",-75.196701,43.995899,"INTERPOLATION-OTHER","NAD83","C"
"0905-0166","Rock Pond, Trout Lake",415030204,"Saint Lawrence River","c","pond","IR3_needs-verification","0905TRO0232","0905TRO0232_C","Lewis","TROUT LAKE CENTROID","CENTROID",-75.191498,44.000301,"INTERPOLATION-OTHER","NAD83","C"
"0905-0166","Rock Pond, Trout Lake",415030204,"Saint Lawrence River","c","pond","IR3_needs-verification","0905ROC0231","0905ROC0231_DH","Lewis",NA,"DEEP HOLE",-75.19655217,43.99609985,"INTERPOLATION-OTHER","NAD83","C"
"0905-0167","Little Deer Pond, more",415030204,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905DEE0233","0905DEE0233_C","Lewis","DEER POND CENTROID","CENTROID",-75.190002,44.011501,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0168","Wolf Lake",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905WOL0248","0905WOL0248_C","St Lawrence","WOLF LAKE CENTROID","CENTROID",-75.313003,44.335201,"INTERPOLATION-OTHER","NAD83","C"
"0905-0169","Clear Lake, Beaver Lake",415030206,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905CLE0249","0905CLE0249_C","St Lawrence","CLEAR LAKE CENTROID","CENTROID",-75.292297,44.276298,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0171","Hall Lake, Parlow Pond, Shingle Pond",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905HAL0255","0905HAL0255_C","St Lawrence","HALL LAKE CENTROID","CENTROID",-75.164902,44.291801,"INTERPOLATION-OTHER","NAD83","C"
"0905-0171","Hall Lake, Parlow Pond, Shingle Pond",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905SHI0257","0905SHI0257_C","St Lawrence","SHINGLE POND CENTROID","CENTROID",-75.107201,44.268299,"INTERPOLATION-OTHER","NAD83","C"
"0905-0172","Dodge Pond",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905DOD0264","0905DOD0264_BEACH_1","St Lawrence","DODGE POND CHILDREN'S CAMP","SHORE",-75.106971,44.25215,"INTERPOLATION-OTHER","NAD83","C"
"0905-0172","Dodge Pond",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905DOD0264","0905DOD0264_BEACH_2","St Lawrence","DODGE POND TR","SHORE",-75.106971,44.25215,"INTERPOLATION-OTHER","NAD83","C"
"0905-0172","Dodge Pond",415030206,"Saint Lawrence River","c","pond","IR3_unassessed","0905DOD0264","0905DOD0264_C","St Lawrence","DODGE POND CENTROID","CENTROID",-75.110603,44.253601,"INTERPOLATION-OTHER","NAD83","C"
"0905-0173","Sucker Lake",415030202,"Saint Lawrence River","c(t)","pond","IR3_needs-verification","0905SUC0274","0905SUC0274_C","St Lawrence","SUCKER LAKE CENTROID","CENTROID",-75.119698,44.1796,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0173","Sucker Lake",415030202,"Saint Lawrence River","c(t)","pond","IR3_needs-verification","0905SUC0274","0905SUC0274_DH","St Lawrence",NA,"DEEP HOLE",-75.119698,44.1796,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0174","Streeter Pond",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905STR0285","0905STR0285_C","St Lawrence","STREETER LAKE CENTROID","CENTROID",-75.0718,44.1073,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0175","Shingle Pond, more",415030403,"Saint Lawrence River","c","pond","IR3_unassessed","0904SHI0283","0904SHI0283_C","St Lawrence","SHINGLE POND CENTROID","CENTROID",-75.062401,44.456001,"INTERPOLATION-OTHER","NAD83","C"
"0905-0176","Mud Pond, Little Otter Pond, more",415030202,"Saint Lawrence River","a","pond","IR3_unassessed","0905LOT0290","0905LOT0290_C","St Lawrence","LITTLE OTTER POND CENTROID","CENTROID",-75.011101,44.109001,"INTERPOLATION-OTHER","NAD83",NA
"0905-0176","Mud Pond, Little Otter Pond, more",415030202,"Saint Lawrence River","a","pond","IR3_unassessed","0905MUD0287","0905MUD0287_C","St Lawrence","MUD POND CENTROID","CENTROID",-75.0364,44.102798,"INTERPOLATION-OTHER","NAD83",NA
"0905-0177","Sunny Pond",415030202,"Saint Lawrence River","c","pond","IR3_unassessed","0905SUN0291","0905SUN0291_C","St Lawrence","SUNNY POND CENTROID","CENTROID",-74.983704,44.1562,"INTERPOLATION-OTHER","NAD83","C"
"0905-0178","Nicks Pond",415030202,"Saint Lawrence River","a","pond","IR3_unassessed","0905NIC0292","0905NIC0292_C","St Lawrence","NICKS POND CENTROID","CENTROID",-74.967697,44.142399,"INTERPOLATION-OTHER","NAD83",NA
"0905-0179","Twin Lakes (North, South)",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905STW0268","0905STW0268_C","St Lawrence","SOUTH TWIN LAKE CENTROID","CENTROID",-75.0429,44.168201,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0179","Twin Lakes (North, South)",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905NTW0267","0905NTW0267_C","St Lawrence","NORTH TWIN LAKE CENTROID","CENTROID",-75.043899,44.1721,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0180","Star Lake",415030202,"Saint Lawrence River","aa(t)","pond","IR3_unassessed","0905STA0281","0905STA0281_BEACH","St Lawrence","HAVEN - STAR LAKE HARBOR","SHORE",-75.040407,44.155208,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0905-0180","Star Lake",415030202,"Saint Lawrence River","aa(t)","pond","IR3_unassessed","0905STA0281","0905STA0281_C","St Lawrence","STAR LAKE CENTROID","CENTROID",-75.044899,44.156799,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0905-0181","Little River Pond",415030202,"Saint Lawrence River","c","pond","IR3_unassessed","0905UWB5247","0905UWB5247_C","St Lawrence","UNNAMED WATER CENTROID","CENTROID",-74.969704,44.1903,"INTERPOLATION-OTHER","NAD83","C"
"0905-0182","Heath Pond, Muskrat Pond, more",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905MUS0300","0905MUS0300_C","St Lawrence","MUSKRAT POND CENTROID","CENTROID",-74.931099,44.1889,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0182","Heath Pond, Muskrat Pond, more",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905HEA0298","0905HEA0298_C","St Lawrence","HEATH POND CENTROID","CENTROID",-74.914398,44.181,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0182","Heath Pond, Muskrat Pond, more",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905MUS0299","0905MUS0299_C","St Lawrence","MUSKRAT POND CENTROID","CENTROID",-74.926201,44.191299,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0183","Chaumont Pond, Lost Pond",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905LOS0304","0905LOS0304_C","St Lawrence","LOST POND CENTROID","CENTROID",-74.940102,44.1875,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0184","Crane Pond",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905CRA0305","0905CRA0305_C","St Lawrence","CRANE POND CENTROID","CENTROID",-74.945099,44.226601,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0185","Tooley Pond",415030202,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905TOO0306","0905TOO0306_C","St Lawrence","TOOLEY POND CENTROID","CENTROID",-74.919403,44.270599,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0186","Dillon Pond",415030202,"Saint Lawrence River","c(t)","pond","IR5_impaired","0905DIL0308","0905DIL0308_C","St Lawrence","DILLON POND CENTROID","CENTROID",-74.871201,44.222198,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0187","Lilypad Pond",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905LIL0311","0905LIL0311_C","St Lawrence","LILYPAD POND CENTROID","CENTROID",-74.739601,44.244202,"INTERPOLATION-OTHER","NAD83",NA
"0905-0188","Clear/Hedgehog Pond",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905HED0312","0905HED0312_C","St Lawrence","HEDGEHOG POND CENTROID","CENTROID",-74.776802,44.1786,"INTERPOLATION-OTHER","NAD83",NA
"0905-0189","Fishpole Pond, Darning Needle Pond",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905FIS0318","0905FIS0318_C","St Lawrence","FISHPOLE POND CENTROID","CENTROID",-74.799103,44.1124,"INTERPOLATION-OTHER","NAD83",NA
"0905-0190","John Pond, Scott Pond, Colvin Pond",415030201,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905COL0323","0905COL0323_C","St Lawrence","COLVIN POND CENTROID","CENTROID",-74.751297,44.110699,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0190","John Pond, Scott Pond, Colvin Pond",415030201,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905SCO0322","0905SCO0322_C","St Lawrence","SCOTT POND CENTROID","CENTROID",-74.764297,44.107601,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0190","John Pond, Scott Pond, Colvin Pond",415030201,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905JOH0321","0905JOH0321_C","St Lawrence","JOHN POND CENTROID","CENTROID",-74.765198,44.1124,"INTERPOLATION-OTHER","NAD83","C(T)"
"0905-0191","Olmstead Pond",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905OLM0328","0905OLM0328_C","St Lawrence","OLMSTEAD POND CENTROID","CENTROID",-74.843597,44.1213,"INTERPOLATION-OTHER","NAD83",NA
"0905-0192","Toad Pd, Spectacle Pds (N,S), Simmons Pd",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905SPE0334","0905SPE0334_C","St Lawrence","SPECTACLE POND CENTROID","CENTROID",-74.840401,44.129299,"INTERPOLATION-OTHER","NAD83",NA
"0905-0192","Toad Pd, Spectacle Pds (N,S), Simmons Pd",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905SIM0336","0905SIM0336_C","St Lawrence","SIMMONS POND CENTROID","CENTROID",-74.851799,44.1227,"INTERPOLATION-OTHER","NAD83",NA
"0905-0192","Toad Pd, Spectacle Pds (N,S), Simmons Pd",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905TOA0333","0905TOA0333_C","St Lawrence","TOAD POND CENTROID","CENTROID",-74.860397,44.127102,"INTERPOLATION-OTHER","NAD83",NA
"0905-0193","Otter Pond",415030201,"Saint Lawrence River","a","pond","IR4a_impaired","0905OTT0340","0905OTT0340_C","St Lawrence","OTTER POND CENTROID","CENTROID",-74.988602,44.105598,"INTERPOLATION-OTHER","NAD83",NA
"0905-0194","Wolf Pond",415030201,"Saint Lawrence River","a","pond","IR4a_impaired","0905WOL0352","0905WOL0352_C","Herkimer","WOLF POND CENTROID","CENTROID",-74.982399,44.027802,"INTERPOLATION-OTHER","NAD83",NA
"0905-0195","Big Deer Pond, more",415030201,"Saint Lawrence River","a","pond","IR3_unassessed","0905DEE0360","0905DEE0360_C","Hamilton","BIG DEER POND CENTROID","CENTROID",-74.838501,44.068401,"INTERPOLATION-OTHER","NAD83",NA
"0905-0196","Partlow Lake",415030201,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0905PAR0382","0905PAR0382_C","Hamilton","PARTLOW LAKE CENTROID","CENTROID",-74.830101,44.003799,"INTERPOLATION-OTHER","NAD83","C(T)"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_S","St Lawrence","BLACK LAKE S OF RT 58","SHORE",-75.591782,44.515747,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_NNW","St Lawrence","BLACK LAKE NORTH NORTHWEST","SHORE",-75.512308,44.571604,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_BEACH_2","St Lawrence","INDIAN HEAD POINT","SHORE",-75.638266,44.488576,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_BEACH_3","St Lawrence","MCLEAR'S COTTAGE COLONY","SHORE",-75.645279,44.482493,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_NE","St Lawrence","BLACK LAKE NE OF RT 58","SHORE",-75.568334,44.532712,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_CSL02","St Lawrence","BLACK LAKE CSL SITE 2","OTHER",-75.62636,44.473209,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_C","St Lawrence","BLACK LAKE CENTROID","CENTROID",-75.568802,44.537998,"INTERPOLATION-OTHER","NAD83","B"
"0906-0001","Black Lake Outlet/Black Lake",415030305,"Saint Lawrence River","b","pond","IR5_impaired","0906BLA0001","0906BLA0001_BEACH_1","St Lawrence","CEDAR GROVE CAMPS","SHORE",-75.630572,44.495067,"INTERPOLATION-OTHER","NAD83","B"
"0906-0003","Narrow Lake, Indian Lake",415030301,"Saint Lawrence River","c","pond","IR4a_impaired","0902IND0051","0902IND0051_BEACH","Franklin","4-H CAMP OVERLOOK","SHORE",-74.133718,44.709278,"INTERPOLATION-OTHER","NAD83","C"
"0906-0003","Narrow Lake, Indian Lake",415030301,"Saint Lawrence River","c","pond","IR4a_impaired","0902IND0051","0902IND0051_C","Franklin","INDIAN LAKE CENTROID","CENTROID",-74.134804,44.7164,"INTERPOLATION-OTHER","NAD83","C"
"0906-0003","Narrow Lake, Indian Lake",415030301,"Saint Lawrence River","c","pond","IR4a_impaired","0906NAR0037","0906NAR0037_C","Lewis","NARROW LAKE CENTROID","CENTROID",-75.461998,44.1362,"INTERPOLATION-OTHER","NAD83","C"
"0906-0006","Clear Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906CLE0059","0906CLE0059_DH","Jefferson","CLEAR LAKE (INDIAN RIVER) DEEP HOLE","DEEP HOLE",-75.8325,44.27603,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0906-0006","Clear Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906CLE0059","0906CLE0059_C","Jefferson","CLEAR LAKE CENTROID","CENTROID",-75.8265,44.278,"INTERPOLATION-OTHER","NAD83","B"
"0906-0007","Mud Lake",415030305,"Saint Lawrence River","c","pond","IR3_unassessed","0906MUD0057","0906MUD0057_C","Jefferson","MUD LAKE CENTROID","CENTROID",-75.809097,44.291698,"INTERPOLATION-OTHER","NAD83","C"
"0906-0008","Crystal Lake",415030305,"Saint Lawrence River","b","pond","IR3_unassessed","0906CRY0058","0906CRY0058_BEACH","Jefferson","CRYSTAL LAKE CAMPGROUND","SHORE",-75.795935,44.281115,"INTERPOLATION-OTHER","NAD83","B"
"0906-0008","Crystal Lake",415030305,"Saint Lawrence River","b","pond","IR3_unassessed","0906CRY0058","0906CRY0058_C","Jefferson","CRYSTAL LAKE CENTROID","CENTROID",-75.799301,44.274502,"INTERPOLATION-OTHER","NAD83","B"
"0906-0016","Lake Bonaparte",415030301,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906BON0024","0906BON0024_CSL_02","Lewis","LAKE BONAPARTE CSL SITE 2","OTHER",-75.3822,44.1475,"INTERPOLATION-OTHER","NAD83","B"
"0906-0016","Lake Bonaparte",415030301,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906BON0024","0906BON0024_DH","Lewis","LAKE BONAPARTE DEEP HOLE","DEEP HOLE",-75.40436,44.15211,"GPS - UNSPECIFIED","NAD83","B"
"0906-0016","Lake Bonaparte",415030301,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906BON0024","0906BON0024_C","Lewis","LAKE BONAPARTE CENTROID","CENTROID",-75.382202,44.147499,"INTERPOLATION-OTHER","NAD83","B"
"0906-0020","Butterfield Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906BUT0054","0906BUT0054_C","Jefferson","BUTTERFIELD LAKE CENTROID","CENTROID",-75.7752,44.316502,"INTERPOLATION-OTHER","NAD83","B"
"0906-0020","Butterfield Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906BUT0054","0906BUT0054_WC","Jefferson","BUTTERFLIED LAKE WESTERN COVE","SHORE",-75.786524,44.310892,"INTERPOLATION-OTHER","NAD83","B"
"0906-0020","Butterfield Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906BUT0054","0906BUT0054_IL2","Jefferson","BUTTERFIELD LAKE INTERNAL LOADING SITE 2","OTHER",-75.774602,44.321018,"INTERPOLATION-OTHER","NAD83","B"
"0906-0020","Butterfield Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906BUT0054","0906BUT0054_IL1","Jefferson","BUTTERFIELD LAKE INTERNAL LOADING SITE 1","OTHER",-75.785221,44.305692,"INTERPOLATION-OTHER","NAD83","B"
"0906-0020","Butterfield Lake",415030305,"Saint Lawrence River","b","pond","IR3_needs-verification","0906BUT0054","0906BUT0054_DH","Jefferson","BUTTERFIELD LAKE DEEP HOLE","DEEP HOLE",-75.776,44.317,"INTERPOLATION-OTHER","NAD83","B"
"0906-0028","Mud Lake",415030305,"Saint Lawrence River","c","pond","IR5_impaired","0906MUD0003","0906MUD0003_C","St Lawrence","MUD LAKE CENTROID","CENTROID",-75.461601,44.5033,"INTERPOLATION-OTHER","NAD83","C"
"0906-0028","Mud Lake",415030305,"Saint Lawrence River","c","pond","IR5_impaired","0906MUD0003","0906MUD0003_DH","St Lawrence",NA,"DEEP HOLE",-75.4616,44.5033,"INTERPOLATION-OTHER","NAD83","C"
"0906-0029","Hickory Lake",415030305,"Saint Lawrence River","c","pond","IR3_needs-verification","0906HIC0004","0906HIC0004_C","St Lawrence","HICKORY LAKE CENTROID","CENTROID",-75.516403,44.4641,"INTERPOLATION-OTHER","NAD83","C"
"0906-0029","Hickory Lake",415030305,"Saint Lawrence River","c","pond","IR3_needs-verification","0906HIC0004","0906HIC0004_DH","St Lawrence",NA,"DEEP HOLE",-75.5164,44.4641,"INTERPOLATION-OTHER","NAD83","C"
"0906-0035","Pleasant Lake",415030304,"Saint Lawrence River","b","pond","IR3_needs-verification","0906PLE0006","0906PLE0006_DH","St Lawrence","PLEASANT LAKE (INDIAN RIVER) DEEP HOLE","DEEP HOLE",-75.60111,44.39377,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0906-0035","Pleasant Lake",415030304,"Saint Lawrence River","b","pond","IR3_needs-verification","0906PLE0006","0906PLE0006_C","St Lawrence","PLEASANT LAKE CENTROID","CENTROID",-75.603996,44.388302,"INTERPOLATION-OTHER","NAD83","B"
"0906-0036","Mud Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906MUD0005","0906MUD0005_DH","St Lawrence",NA,"DEEP HOLE",-75.59907605,44.37069182,"INTERPOLATION-OTHER","NAD83","C"
"0906-0036","Mud Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906MUD0005","0906MUD0005_C","St Lawrence","MUD LAKE CENTROID","CENTROID",-75.5998,44.3699,"INTERPOLATION-OTHER","NAD83","C"
"0906-0037","Muskellunge Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906MUS0008","0906MUS0008_C","Jefferson","MUSKELLUNGE LAKE CENTROID","CENTROID",-75.689003,44.300499,"INTERPOLATION-OTHER","NAD83","C"
"0906-0037","Muskellunge Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906MUS0008","0906MUS0008_DH","Jefferson",NA,"DEEP HOLE",-75.68684271,44.3047493,"INTERPOLATION-OTHER","NAD83","C"
"0906-0038","Lake of the Woods",415030304,"Saint Lawrence River","c","pond","IR3_unassessed","0906OTH0009","0906OTH0009_C","Jefferson","LAKE OF THE WOODS CENTROID","CENTROID",-75.727798,44.315399,"INTERPOLATION-OTHER","NAD83","C"
"0906-0039","Red Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906RED0010","0906RED0010_C","Jefferson","RED LAKE CENTROID","CENTROID",-75.736298,44.268501,"INTERPOLATION-OTHER","NAD83","C"
"0906-0039","Red Lake",415030304,"Saint Lawrence River","c","pond","IR5_impaired","0906RED0010","0906RED0010_DH","Jefferson","RED LAKE DEEP HOLE","DEEP HOLE",-75.73636,44.26844,"GPS - UNSPECIFIED","NAD83","C"
"0906-0044","Saint James Lake",415030303,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0906REM0014","0906REM0014_C","Jefferson","REMINGTON POND CENTROID","CENTROID",-75.764099,44.053902,"INTERPOLATION-OTHER","NAD83","C(T)"
"0906-0048","Dority Pond",415030302,"Saint Lawrence River","c","pond","IR3_unassessed","0906UWB0020","0906UWB0020_C","Jefferson","UNNAMED WATER CENTROID","CENTROID",-75.501198,44.157002,"INTERPOLATION-OTHER","NAD83","C"
"0906-0050","Mud Lake",415030301,"Saint Lawrence River","b","pond","IR3_needs-verification","0906MUD0023","0906MUD0023_DH","Lewis",NA,"DEEP HOLE",-75.41365712,44.16139587,"INTERPOLATION-OTHER","NAD83","B"
"0906-0050","Mud Lake",415030301,"Saint Lawrence River","b","pond","IR3_needs-verification","0906MUD0023","0906MUD0023_C","Lewis","MUD LAKE CENTROID","CENTROID",-75.414299,44.160999,"INTERPOLATION-OTHER","NAD83","B"
"0906-0052","Bullhead Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906BUL0030","0906BUL0030_C","Lewis","BULLHEAD POND CENTROID","CENTROID",-75.406799,44.125801,"INTERPOLATION-OTHER","NAD83","C"
"0906-0053","Burnt Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906BUR0039","0906BUR0039_C","Lewis","BURNT POND CENTROID","CENTROID",-75.426399,44.141499,"INTERPOLATION-OTHER","NAD83","C"
"0906-0054","Indian Pond, Crooked Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906IND0040","0906IND0040_C","Lewis","INDIAN POND CENTROID","CENTROID",-75.454903,44.125702,"INTERPOLATION-OTHER","NAD83","C"
"0906-0054","Indian Pond, Crooked Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906CRO0042","0906CRO0042_C","Lewis","CROOKED POND CENTROID","CENTROID",-75.442596,44.112701,"INTERPOLATION-OTHER","NAD83","C"
"0906-0055","Onjebonge Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906ONJ0044","0906ONJ0044_C","Lewis","ONJEBONGE POND CENTROID","CENTROID",-75.478897,44.107601,"INTERPOLATION-OTHER","NAD83","C"
"0906-0057","Blanchard Pond",415030301,"Saint Lawrence River","c","pond","IR3_unassessed","0906BLA0047","0906BLA0047_C","Lewis","BLANCHARD POND CENTROID","CENTROID",-75.433601,44.0681,"INTERPOLATION-OTHER","NAD83","C"
"0906-0058","Ashcraft Pond, Beaver Pond",415030301,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0906BEA0047B","0906BEA0047B_C","Lewis","BEAVER POND CENTROID","CENTROID",-75.4739,44.018902,"INTERPOLATION-OTHER","NAD83","C(T)"
"0906-0058","Ashcraft Pond, Beaver Pond",415030301,"Saint Lawrence River","c(t)","pond","IR3_unassessed","0906ASH0047A","0906ASH0047A_C","Lewis","ASHCRAFT POND CENTROID","CENTROID",-75.469002,44.031101,"INTERPOLATION-OTHER","NAD83","C(T)"
"0906-0060","Grass Lake",415030305,"Saint Lawrence River","c","pond","IR3_unassessed","0902GRA0041","0902GRA0041_C","Franklin","GRASS POND CENTROID","CENTROID",-74.118202,44.580601,"INTERPOLATION-OTHER","NAD83","C"
"0906-0064","Millsite Lake",415030305,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906MIL0055","0906MIL0055_BEACH_2","Jefferson","CAMP WABASSO CHILDREN'S CAMP","SHORE",-75.758661,44.293904,"INTERPOLATION-OTHER","NAD83","B"
"0906-0064","Millsite Lake",415030305,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906MIL0055","0906MIL0055_C","Jefferson","MILLSITE LAKE CENTROID","CENTROID",-75.767502,44.292198,"INTERPOLATION-OTHER","NAD83","B"
"0906-0064","Millsite Lake",415030305,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906MIL0055","0906MIL0055_DH","Jefferson","MILLSITE LAKE DEEP HOLE","DEEP HOLE",-75.77105,44.29116,"GPS - UNSPECIFIED","NAD83","B"
"0906-0064","Millsite Lake",415030305,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906MIL0055","0906MIL0055_BEACH_1","Jefferson","CAMP WABASSO CABINS","SHORE",-75.758661,44.293904,"INTERPOLATION-OTHER","NAD83","B"
"0906-0065","Sixberry Lake",415030305,"Saint Lawrence River","b","pond","IR2_some-uses-supported","0906SIX0056","0906SIX0056_C","Jefferson","SIXBERRY LAKE CENTROID","CENTROID",-75.775002,44.2798,"INTERPOLATION-OTHER","NAD83","B"
"1000-0001","Lake Champlain, Main Lake, North",415040816,"","a","pond","IR5_impaired","1000CHA0001","1000CHA0001_CHA","Clinton","EAGLE ACRES RD, CHAZY NY","SHORE",-73.38564,44.856749,"INTERPOLATION-OTHER","NAD83","A"
"1000-0001","Lake Champlain, Main Lake, North",415040816,"","a","pond","IR5_impaired","1000CHA0001","1000CHA0001_PAF","Clinton","PT. AU FER","SHORE",-73.351059,44.944356,"INTERPOLATION-OTHER","NAD83","A"
"1000-0001","Lake Champlain, Main Lake, North",415040816,"","a","pond","IR5_impaired","1000CHA0001","1000CHA0001_RSP","Clinton","ROUSES PT.","SHORE",-73.362044,44.99165,"INTERPOLATION-OTHER","NAD83","A"
"1000-0001","Lake Champlain, Main Lake, North",415040816,"","a","pond","IR5_impaired","1000CHA0001","1000CHA0001_COB","Clinton","COMFORT BAY","SHORE",-73.3873,44.7263,"INTERPOLATION-OTHER","NAD83","A"
"1000-0001","Lake Champlain, Main Lake, North",415040816,"","a","pond","IR5_impaired","1000CHA0001","1000CHA0001_MOB","Clinton","MONTY'S BAY","SHORE",-73.401467,44.82694,"INTERPOLATION-OTHER","NAD83","A"
